celeb,height,weight,h,w,BMI,round(BMI)
Robert Pattinson18.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Marlee Matlin6.jpg,1.65 m,54 kg,1.65,54,19.83471074,19.83
Rebel Wilson12.jpg,1.80 m,59 kg,1.8,59,18.20987654,18.21
Louis Gossett Jr8.jpg,1.88m,90kg,1.88,90,25.46401086,25.46
Leslie Mann11.jpg,1.69m,56kg,1.69,56,19.60715661,19.61
Kevin James15.jpg,1.72m,113kg,1.72,113,38.19632234,38.2
Lucy Liu2.jpg,1.60m,52kg,1.6,52,20.3125,20.31
Logan Lerman6.jpg,1.75m,68kg,1.75,68,22.20408163,22.2
Peter Ustinov19.jpg,1.75 m,68 kg,1.75,68,22.20408163,22.2
Paris Jackson9.jpg,1.68 m,55 kg,1.68,55,19.48696145,19.49
Mark Strong6.jpg,1.85 m,85 kg,1.85,85,24.83564646,24.84
Rita Hayworth4.jpg,1.69 m,50 kg,1.69,50,17.50638983,17.51
Mariah Carey13.jpg,1.70 m,66 kg,1.7,66,22.83737024,22.84
Marcello Mastroianni17.jpg,1.80 m,70 kg,1.8,70,21.60493827,21.6
Rebecca Hall18.jpg,1.75 m,102 kg,1.75,102,33.30612245,33.31
River Phoenix0.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Lena Headey4.jpg,1.66m,54kg,1.66,54,19.59645812,19.6
Paul Newman13.jpg,1.80 m,73 kg,1.8,73,22.5308642,22.53
Mark Wahlberg17.jpg,1.73 m,78 kg,1.73,78,26.06167931,26.06
Noomi Rapace9.jpg,1.57 m,51 kg,1.57,51,20.69049454,20.69
Olivia Wilde0.jpg,1.63 m,52 kg,1.63,52,19.57168128,19.57
Parker Posey1.jpg,1.75 m,56 kg,1.75,56,18.28571429,18.29
Norman Reedus1.jpg,1.78 m,70 kg,1.78,70,22.09317005,22.09
Owen Wilson16.jpg,1.75 m,75 kg,1.75,75,24.48979592,24.49
Maggie Grace10.jpg,1.75m,56kg,1.75,56,18.28571429,18.29
Rebecca Romijn17.jpg,1.78 m,56 kg,1.78,56,17.67453604,17.67
Mark Rylance10.jpg,1.82 m,80 kg,1.82,80,24.1516725,24.15
Kylie Jenner6.jpg,1.68m,63kg,1.68,63,22.32142857,22.32
Norman Reedus12.jpg,1.78 m,70 kg,1.78,70,22.09317005,22.09
Laura Linney8.jpg,1.70m,56kg,1.7,56,19.37716263,19.38
Lily Donaldson12.jpg,1.78m,55kg,1.78,55,17.35891933,17.36
Peter Ustinov18.jpg,1.75 m,68 kg,1.75,68,22.20408163,22.2
Louis C.K3.jpg,1.83m,90kg,1.83,90,26.8744961,26.87
Mark Wahlberg11.jpg,1.73 m,78 kg,1.73,78,26.06167931,26.06
Lady Gaga6.jpg,1.55m,53kg,1.55,53,22.0603538,22.06
Paddy Considine12.jpg,1.79 m,73 kg,1.79,73,22.78330889,22.78
Kevin Kline2.jpg,1.85m,77kg,1.85,77,22.49817385,22.5
Rebecca Hall0.jpg,1.75 m,102 kg,1.75,102,33.30612245,33.31
Marcia Gay Harden1.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Mark Strong4.jpg,1.85 m,85 kg,1.85,85,24.83564646,24.84
Richard Gere1.jpg,1.83 m,91 kg,1.83,91,27.17310162,27.17
Perez Hilton6.jpg,1.68 m,58 kg,1.68,58,20.54988662,20.55
Paris Jackson19.jpg,1.68 m,55 kg,1.68,55,19.48696145,19.49
Robert De Niro6.jpg,1.98 m,120 kg,1.98,120,30.60912152,30.61
Mark Wahlberg0.jpg,1.73 m,78 kg,1.73,78,26.06167931,26.06
Oscar Isaac12.jpg,1.78 m,75 kg,1.78,75,23.67125363,23.67
Roberto Benigni11.jpg,1.78 m,73 kg,1.78,73,23.0400202,23.04
Rhys Ifans19.jpg,1.63 m,55 kg,1.63,55,20.70081674,20.7
Louis Gossett Jr17.jpg,1.88m,90kg,1.88,90,25.46401086,25.46
Rachel Riley17.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Kevin Hart9.jpg,1.63m,64kg,1.63,64,24.08822312,24.09
Leslie Mann7.jpg,1.69m,56kg,1.69,56,19.60715661,19.61
Renee Zellweger9.jpg,1.56 m,57 kg,1.56,57,23.42209073,23.42
Paul Bettany17.jpg,1.57 m,49 kg,1.57,49,19.8791026,19.88
Olga Kurylenko12.jpg,1.70 m,54 kg,1.7,54,18.68512111,18.69
Mariah Carey8.jpg,1.70 m,66 kg,1.7,66,22.83737024,22.84
Novak Djokovic15.jpg,1.88 m,77 kg,1.88,77,21.78587596,21.79
Perez Hilton9.jpg,1.68 m,58 kg,1.68,58,20.54988662,20.55
Rachel Weisz3.jpg,1.73 m,58 kg,1.73,58,19.37919743,19.38
Robert Redford8.jpg,1.85 m,78 kg,1.85,78,22.79035793,22.79
Mark Hamill9.jpg,1.75 m,70 kg,1.75,70,22.85714286,22.86
Peter Sellers18.jpg,1.80 m,71 kg,1.8,71,21.91358025,21.91
Norman Reedus18.jpg,1.78 m,70 kg,1.78,70,22.09317005,22.09
Richard Harris6.jpg,1.80 m,73 kg,1.8,73,22.5308642,22.53
Nicole Polizzi5.jpg,1.42 m,49 kg,1.42,49,24.30073398,24.3
Rihanna15.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Paris Jackson16.jpg,1.68 m,55 kg,1.68,55,19.48696145,19.49
Perez Hilton11.jpg,1.68 m,58 kg,1.68,58,20.54988662,20.55
Mark Ruffalo9.jpg,1.73 m,77 kg,1.73,77,25.72755521,25.73
Peter Sarsgaard14.jpg,1.88 m,82 kg,1.88,82,23.20054323,23.2
LeBron Jamet3.jpg,2.06m,113kg,2.06,113,26.62833443,26.63
Kristin Scott Thomas1.jpg,1.73m,56kg,1.73,56,18.71094925,18.71
Lauren Bacall15.jpg,1.73m,57kg,1.73,57,19.04507334,19.05
Paddy Considine9.jpg,1.79 m,73 kg,1.79,73,22.78330889,22.78
Rebecca Romijn11.jpg,1.78 m,56 kg,1.78,56,17.67453604,17.67
Marcia Gay Harden0.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Rachel Riley3.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Lili Taylor16.jpg,1.60m,54kg,1.6,54,21.09375,21.09
Roberto Benigni14.jpg,1.78 m,73 kg,1.78,73,23.0400202,23.04
Pam Grier13.jpg,1.78 m,80 kg,1.78,80,25.2493372,25.25
Luke Bryan12.jpg,1.85m,88kg,1.85,88,25.71219869,25.71
Maggie Gyllenhaal4.jpg,1.73m,59kg,1.73,59,19.71332153,19.71
Lindsay Lohan4.jpg,1.65m,52kg,1.65,52,19.10009183,19.1
Rashida Jones3.jpg,1.68 m,64 kg,1.68,64,22.67573696,22.68
Red Buttons15.jpg,1.60 m,95 kg,1.6,95,37.109375,37.11
Lance Henriksen9.jpg,1.80m,75kg,1.8,75,23.14814815,23.15
Marlee Matlin17.jpg,1.65 m,54 kg,1.65,54,19.83471074,19.83
Leighton Meester9.jpg,1.65m,53kg,1.65,53,19.46740129,19.47
Rachel Weisz17.jpg,1.73 m,58 kg,1.73,58,19.37919743,19.38
Kiefer Sutherland18.jpg,1.75m,75kg,1.75,75,24.48979592,24.49
R. Kelly16.jpg,1.78 m,91 kg,1.78,91,28.72112107,28.72
Lynn Redgrave18.jpg,1.78m,73kg,1.78,73,23.0400202,23.04
Lady Gaga19.jpg,1.55m,53kg,1.55,53,22.0603538,22.06
Lee Marvin18.jpg,1.88m,86kg,1.88,86,24.33227705,24.33
Mariah Carey9.jpg,1.70 m,66 kg,1.7,66,22.83737024,22.84
Maggie Grace5.jpg,1.75m,56kg,1.75,56,18.28571429,18.29
Penelope Cruz6.jpg,1.63 m,59 kg,1.63,59,22.20633069,22.21
Kristin Scott Thomas14.jpg,1.73m,56kg,1.73,56,18.71094925,18.71
Paul Dano7.jpg,1.90 m,84 kg,1.9,84,23.26869806,23.27
Phil Mickelson2.jpg,1.87 m,100 kg,1.87,100,28.59675713,28.6
R. Kelly8.jpg,1.78 m,91 kg,1.78,91,28.72112107,28.72
Octavia Spencer17.jpg,1.57 m,82 kg,1.57,82,33.26706966,33.27
Queen Latifah4.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Nicole Polizzi0.jpg,1.42 m,49 kg,1.42,49,24.30073398,24.3
Lupita Nyong o9.jpg,1.65m,51kg,1.65,51,18.73278237,18.73
Niecy Nash13.jpg,1.73 m,86 kg,1.73,86,28.73467206,28.73
Leslie Mann12.jpg,1.69m,56kg,1.69,56,19.60715661,19.61
Leslie Mann1.jpg,1.69m,56kg,1.69,56,19.60715661,19.61
Kim Hunter13.jpg,1.57m,48kg,1.57,48,19.47340663,19.47
Logan Lerman1.jpg,1.75m,68kg,1.75,68,22.20408163,22.2
Lena Dunham11.jpg,1.60m,63kg,1.6,63,24.609375,24.61
Rinko Kikuchi19.jpg,1.73 m,60 kg,1.73,60,20.04744562,20.05
R. Kelly12.jpg,1.78 m,91 kg,1.78,91,28.72112107,28.72
Piper Laurie18.jpg,1.86 m,86 kg,1.86,86,24.85836513,24.86
Leonardo DiCaprio9.jpg,1.83m,75kg,1.83,75,22.39541342,22.4
Patrick Swayze16.jpg,1.79 m,72 kg,1.79,72,22.47120876,22.47
Kevin Kiley Jr3.jpg,1.93m,122kg,1.93,122,32.75255712,32.75
Parker Posey15.jpg,1.75 m,56 kg,1.75,56,18.28571429,18.29
Liv Ullmann12.jpg,1.78m,64kg,1.78,64,20.19946976,20.2
Ray Liotta3.jpg,1.63 m,56 kg,1.63,56,21.07719523,21.08
Philip Seymour Hoffman16.jpg,1.91 m,91 kg,1.91,91,24.94449165,24.94
Octavia Spencer19.jpg,1.57 m,82 kg,1.57,82,33.26706966,33.27
Robert Shaw2.jpg,1.79 m,70 kg,1.79,70,21.84700852,21.85
Peter Sarsgaard7.jpg,1.88 m,82 kg,1.88,82,23.20054323,23.2
Lily Collins4.jpg,1.65m,51kg,1.65,51,18.73278237,18.73
Kristen Bell0.jpg,1.55m,48kg,1.55,48,19.97918835,19.98
Ray Stevenson18.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Rita Hayworth12.jpg,1.69 m,50 kg,1.69,50,17.50638983,17.51
Pierce Brosnan18.jpg,1.77 m,70 kg,1.77,70,22.34351559,22.34
Piper Laurie6.jpg,1.86 m,86 kg,1.86,86,24.85836513,24.86
Kevin Spacey15.jpg,1.78m,72kg,1.78,72,22.72440348,22.72
Peter Fonda3.jpg,1.35 m,50 kg,1.35,50,27.43484225,27.43
Kevin James18.jpg,1.72m,113kg,1.72,113,38.19632234,38.2
Kim Novak10.jpg,1.68m,55kg,1.68,55,19.48696145,19.49
Leslie Nielsen7.jpg,1.91m,91kg,1.91,91,24.94449165,24.94
Rebel Wilson7.jpg,1.80 m,59 kg,1.8,59,18.20987654,18.21
Lauren Bacall11.jpg,1.73m,57kg,1.73,57,19.04507334,19.05
Parker Posey0.jpg,1.75 m,56 kg,1.75,56,18.28571429,18.29
Marcello Mastroianni3.jpg,1.80 m,70 kg,1.8,70,21.60493827,21.6
Kyle Richards6.jpg,1.65m,55kg,1.65,55,20.2020202,20.2
Richard E. Grant14.jpg,1.65 m,68 kg,1.65,68,24.97704316,24.98
Rob Gronkowski6.jpg,1.73 m,61 kg,1.73,61,20.38156971,20.38
Ray Winstone18.jpg,1.93 m,102 kg,1.93,102,27.38328546,27.38
Marcia Gay Harden7.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Louis C.K15.jpg,1.83m,90kg,1.83,90,26.8744961,26.87
Ray Winstone0.jpg,1.93 m,102 kg,1.93,102,27.38328546,27.38
Ray Stevenson3.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Kristin Scott Thomas3.jpg,1.73m,56kg,1.73,56,18.71094925,18.71
Rebecca Hall1.jpg,1.75 m,102 kg,1.75,102,33.30612245,33.31
Louis Gossett Jr6.jpg,1.88m,90kg,1.88,90,25.46401086,25.46
Leonardo DiCaprio5.jpg,1.83m,75kg,1.83,75,22.39541342,22.4
Orlando Bloom7.jpg,1.69 m,77 kg,1.69,77,26.95984034,26.96
Pam Grier10.jpg,1.78 m,80 kg,1.78,80,25.2493372,25.25
Oprah Winfrey16.jpg,1.63 m,58 kg,1.63,58,21.8299522,21.83
Liam Hemsworth1.jpg,1.91m,89kg,1.91,89,24.39626107,24.4
Kyle Richards16.jpg,1.65m,55kg,1.65,55,20.2020202,20.2
Lewis Hamilton15.jpg,1.74m,68kg,1.74,68,22.46003435,22.46
Rashida Jones18.jpg,1.68 m,64 kg,1.68,64,22.67573696,22.68
Lance Henriksen11.jpg,1.80m,75kg,1.8,75,23.14814815,23.15
Robin Williams16.jpg,1.70 m,59 kg,1.7,59,20.41522491,20.42
Olivia Wilde14.jpg,1.63 m,52 kg,1.63,52,19.57168128,19.57
Laura Linney7.jpg,1.70m,56kg,1.7,56,19.37716263,19.38
Paul Rudd1.jpg,1.77 m,72 kg,1.77,72,22.98190175,22.98
Lily Donaldson9.jpg,1.78m,55kg,1.78,55,17.35891933,17.36
Orlando Bloom8.jpg,1.69 m,77 kg,1.69,77,26.95984034,26.96
Robert Mitchum11.jpg,1.73 m,75 kg,1.73,75,25.05930703,25.06
Robert Shaw9.jpg,1.79 m,70 kg,1.79,70,21.84700852,21.85
Olga Kurylenko15.jpg,1.70 m,54 kg,1.7,54,18.68512111,18.69
Peter Dinklage6.jpg,1.77 m,73 kg,1.77,73,23.30109483,23.3
Lance Henriksen7.jpg,1.80m,75kg,1.8,75,23.14814815,23.15
olivia holt3.jpg,1.73 m,78 kg,1.73,78,26.06167931,26.06
Mandy Moore1.jpg,1.76m,59kg,1.76,59,19.04700413,19.05
Nigel Hawthorne19.jpg,1.80 m,68 kg,1.8,68,20.98765432,20.99
Robert Redford9.jpg,1.85 m,78 kg,1.85,78,22.79035793,22.79
Paul Giamatti18.jpg,1.80 m,68 kg,1.8,68,20.98765432,20.99
Richard Dreyfuss18.jpg,1.78 m,82 kg,1.78,82,25.88057064,25.88
Maggie Gyllenhaal1.jpg,1.73m,59kg,1.73,59,19.71332153,19.71
Lauren Bacall14.jpg,1.73m,57kg,1.73,57,19.04507334,19.05
Rebecca Romijn1.jpg,1.78 m,56 kg,1.78,56,17.67453604,17.67
Penelope Cruz12.jpg,1.63 m,59 kg,1.63,59,22.20633069,22.21
Laura Linney15.jpg,1.70m,56kg,1.7,56,19.37716263,19.38
Ray Winstone7.jpg,1.93 m,102 kg,1.93,102,27.38328546,27.38
Mark Hamill3.jpg,1.75 m,70 kg,1.75,70,22.85714286,22.86
Phil Mickelson19.jpg,1.87 m,100 kg,1.87,100,28.59675713,28.6
Kevin James9.jpg,1.72m,113kg,1.72,113,38.19632234,38.2
Kevin Kline19.jpg,1.85m,77kg,1.85,77,22.49817385,22.5
Ray Stevenson8.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Liv Ullmann8.jpg,1.78m,64kg,1.78,64,20.19946976,20.2
Red Buttons2.jpg,1.60 m,95 kg,1.6,95,37.109375,37.11
olivia holt6.jpg,1.73 m,78 kg,1.73,78,26.06167931,26.06
Rachel McAdams19.jpg,1.78 m,66 kg,1.78,66,20.83070319,20.83
Lili Taylor10.jpg,1.60m,54kg,1.6,54,21.09375,21.09
Liev Schreiber1.jpg,1.92m,84kg,1.92,84,22.78645833,22.79
Klaus Kinski19.jpg,1.65m,61kg,1.65,61,22.40587695,22.41
Kevin Kiley Jr13.jpg,1.93m,122kg,1.93,122,32.75255712,32.75
Liv Tyler17.jpg,1.78m,61kg,1.78,61,19.25261962,19.25
Red Buttons9.jpg,1.60 m,95 kg,1.6,95,37.109375,37.11
Robin Weigert8.jpg,1.68 m,66 kg,1.68,66,23.38435374,23.38
Macy Gray9.jpg,1.83m,66kg,1.83,66,19.70796381,19.71
Leonardo DiCaprio0.jpg,1.83m,75kg,1.83,75,22.39541342,22.4
Ray Liotta1.jpg,1.63 m,56 kg,1.63,56,21.07719523,21.08
Paul Rudd8.jpg,1.77 m,72 kg,1.77,72,22.98190175,22.98
Kurt Russell13.jpg,1.79m,83kg,1.79,83,25.9043101,25.9
Roberto Benigni18.jpg,1.78 m,73 kg,1.78,73,23.0400202,23.04
Olga Kurylenko10.jpg,1.70 m,54 kg,1.7,54,18.68512111,18.69
Linda Hamilton4.jpg,1.68m,59kg,1.68,59,20.90419501,20.9
Lily Tomlin11.jpg,1.73m,63kg,1.73,63,21.0498179,21.05
Lewis Hamilton9.jpg,1.74m,68kg,1.74,68,22.46003435,22.46
Kurt Russell10.jpg,1.79m,83kg,1.79,83,25.9043101,25.9
Mandy Moore10.jpg,1.76m,59kg,1.76,59,19.04700413,19.05
Patrick Stewart5.jpg,1.70 m,59 kg,1.7,59,20.41522491,20.42
Octavia Spencer0.jpg,1.57 m,82 kg,1.57,82,33.26706966,33.27
Robert Shaw3.jpg,1.79 m,70 kg,1.79,70,21.84700852,21.85
Robert Redford1.jpg,1.85 m,78 kg,1.85,78,22.79035793,22.79
Mark Hamill1.jpg,1.75 m,70 kg,1.75,70,22.85714286,22.86
Peter Dinklage16.jpg,1.77 m,73 kg,1.77,73,23.30109483,23.3
Laura Linney14.jpg,1.70m,56kg,1.7,56,19.37716263,19.38
Lance Henriksen6.jpg,1.80m,75kg,1.8,75,23.14814815,23.15
Laura Linney19.jpg,1.70m,56kg,1.7,56,19.37716263,19.38
Robin Williams13.jpg,1.70 m,59 kg,1.7,59,20.41522491,20.42
Peter O Toole4.jpg,1.88 m,77 kg,1.88,77,21.78587596,21.79
Parker Posey5.jpg,1.75 m,56 kg,1.75,56,18.28571429,18.29
Mario Lopez1.jpg,1.78 m,79 kg,1.78,79,24.93372049,24.93
Oprah Winfrey19.jpg,1.63 m,58 kg,1.63,58,21.8299522,21.83
Kevin Kiley Jr2.jpg,1.93m,122kg,1.93,122,32.75255712,32.75
Maika Dillon Monroe14.jpg,1.73m,54kg,1.73,54,18.04270106,18.04
Rita Moreno5.jpg,1.68 m,54 kg,1.68,54,19.13265306,19.13
Paula Patton9.jpg,1.88 m,77 kg,1.88,77,21.78587596,21.79
Rita Moreno13.jpg,1.68 m,54 kg,1.68,54,19.13265306,19.13
Kevin Hart5.jpg,1.63m,64kg,1.63,64,24.08822312,24.09
Kim Basinger9.jpg,1.71m,54kg,1.71,54,18.46722068,18.47
Louis C.K14.jpg,1.83m,90kg,1.83,90,26.8744961,26.87
Renee Zellweger5.jpg,1.56 m,57 kg,1.56,57,23.42209073,23.42
Peter Fonda15.jpg,1.35 m,50 kg,1.35,50,27.43484225,27.43
Lionel Messi2.jpg,1.70m,72kg,1.7,72,24.91349481,24.91
Marlon Brando8.jpg,1.75 m,73 kg,1.75,73,23.83673469,23.84
Paul Bettany19.jpg,1.57 m,49 kg,1.57,49,19.8791026,19.88
Rebecca Hall4.jpg,1.75 m,102 kg,1.75,102,33.30612245,33.31
Rachel Riley7.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Linda Hunt19.jpg,1.45m,40kg,1.45,40,19.02497027,19.02
Rebecca Romijn19.jpg,1.78 m,56 kg,1.78,56,17.67453604,17.67
Oprah Winfrey12.jpg,1.63 m,58 kg,1.63,58,21.8299522,21.83
Rita Moreno9.jpg,1.68 m,54 kg,1.68,54,19.13265306,19.13
Liam Neeson13.jpg,1.93m,93kg,1.93,93,24.96711321,24.97
Marlee Matlin14.jpg,1.65 m,54 kg,1.65,54,19.83471074,19.83
Paddy Considine7.jpg,1.79 m,73 kg,1.79,73,22.78330889,22.78
Peter Fonda4.jpg,1.35 m,50 kg,1.35,50,27.43484225,27.43
Pauline Collins15.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Penelope Cruz9.jpg,1.63 m,59 kg,1.63,59,22.20633069,22.21
Lake Bell6.jpg,1.73m,59kg,1.73,59,19.71332153,19.71
Leslie Nielsen0.jpg,1.91m,91kg,1.91,91,24.94449165,24.94
Nigel Hawthorne5.jpg,1.80 m,68 kg,1.8,68,20.98765432,20.99
Kim Novak7.jpg,1.68m,55kg,1.68,55,19.48696145,19.49
Paul Scofield7.jpg,1.78 m,77 kg,1.78,77,24.30248706,24.3
Lauren Bacall4.jpg,1.73m,57kg,1.73,57,19.04507334,19.05
Lena Dunham0.jpg,1.60m,63kg,1.6,63,24.609375,24.61
Marcia Gay Harden11.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Lucy Liu1.jpg,1.60m,52kg,1.6,52,20.3125,20.31
Khloe Kardashian19.jpg,1.77m,76kg,1.77,76,24.25867407,24.26
Niecy Nash0.jpg,1.73 m,86 kg,1.73,86,28.73467206,28.73
Robin Williams7.jpg,1.70 m,59 kg,1.7,59,20.41522491,20.42
Raquel Welch7.jpg,1.93 m,100 kg,1.93,100,26.84635829,26.85
Logan Lerman10.jpg,1.75m,68kg,1.75,68,22.20408163,22.2
Patricia Neal13.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Rachel Weisz14.jpg,1.73 m,58 kg,1.73,58,19.37919743,19.38
Kevin Kline14.jpg,1.85m,77kg,1.85,77,22.49817385,22.5
Louise Fletcher3.jpg,1.70m,61kg,1.7,61,21.10726644,21.11
Maika Dillon Monroe9.jpg,1.73m,54kg,1.73,54,18.04270106,18.04
Mandy Moore4.jpg,1.76m,59kg,1.76,59,19.04700413,19.05
Leighton Meester18.jpg,1.65m,53kg,1.65,53,19.46740129,19.47
Lili Taylor7.jpg,1.60m,54kg,1.6,54,21.09375,21.09
Noomi Rapace6.jpg,1.57 m,51 kg,1.57,51,20.69049454,20.69
Linda Fiorentino11.jpg,1.73m,57kg,1.73,57,19.04507334,19.05
Marlee Matlin9.jpg,1.65 m,54 kg,1.65,54,19.83471074,19.83
Robert Forster1.jpg,1.74 m,72 kg,1.74,72,23.78121284,23.78
Pixie Lott14.jpg,1.66 m,54 kg,1.66,54,19.59645812,19.6
Robert Shaw18.jpg,1.79 m,70 kg,1.79,70,21.84700852,21.85
Laura Linney12.jpg,1.70m,56kg,1.7,56,19.37716263,19.38
Noomi Rapace1.jpg,1.57 m,51 kg,1.57,51,20.69049454,20.69
Luke Bryan11.jpg,1.85m,88kg,1.85,88,25.71219869,25.71
Marcello Mastroianni0.jpg,1.80 m,70 kg,1.8,70,21.60493827,21.6
Mandy Moore17.jpg,1.76m,59kg,1.76,59,19.04700413,19.05
Noah Mills7.jpg,1.88 m,80 kg,1.88,80,22.63467632,22.63
Red Buttons7.jpg,1.60 m,95 kg,1.6,95,37.109375,37.11
Rita Hayworth19.jpg,1.69 m,50 kg,1.69,50,17.50638983,17.51
Liv Tyler0.jpg,1.78m,61kg,1.78,61,19.25261962,19.25
Rebecca Romijn5.jpg,1.78 m,56 kg,1.78,56,17.67453604,17.67
Perez Hilton16.jpg,1.68 m,58 kg,1.68,58,20.54988662,20.55
Kim Basinger6.jpg,1.71m,54kg,1.71,54,18.46722068,18.47
Paula Patton15.jpg,1.88 m,77 kg,1.88,77,21.78587596,21.79
Paul Newman7.jpg,1.80 m,73 kg,1.8,73,22.5308642,22.53
Richard E. Grant19.jpg,1.65 m,68 kg,1.65,68,24.97704316,24.98
Rachel Riley11.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Red Buttons1.jpg,1.60 m,95 kg,1.6,95,37.109375,37.11
Owen Wilson15.jpg,1.75 m,75 kg,1.75,75,24.48979592,24.49
Rachel Riley1.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
River Phoenix13.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Nigel Hawthorne7.jpg,1.80 m,68 kg,1.8,68,20.98765432,20.99
Laura Marano19.jpg,1.55m,50kg,1.55,50,20.81165453,20.81
Perez Hilton0.jpg,1.68 m,58 kg,1.68,58,20.54988662,20.55
Leslie Nielsen18.jpg,1.91m,91kg,1.91,91,24.94449165,24.94
Robert Mitchum13.jpg,1.73 m,75 kg,1.73,75,25.05930703,25.06
Lauren Bacall7.jpg,1.73m,57kg,1.73,57,19.04507334,19.05
Lindsay Lohan15.jpg,1.65m,52kg,1.65,52,19.10009183,19.1
Peter Ustinov3.jpg,1.75 m,68 kg,1.75,68,22.20408163,22.2
Olga Kurylenko19.jpg,1.70 m,54 kg,1.7,54,18.68512111,18.69
Richard Gere8.jpg,1.83 m,91 kg,1.83,91,27.17310162,27.17
Paul McCartney15.jpg,1.72 m,86 kg,1.72,86,29.06976744,29.07
Kristen Wiig13.jpg,1.65m,57kg,1.65,57,20.93663912,20.94
Lesley Manville15.jpg,1.63m,60kg,1.63,60,22.58270917,22.58
Orlando Bloom15.jpg,1.69 m,77 kg,1.69,77,26.95984034,26.96
Reese Witherspoon8.jpg,1.70 m,73 kg,1.7,73,25.25951557,25.26
Pauline Collins0.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Mads Mikkelsen6.jpg,1.83m,82kg,1.83,82,24.48565201,24.49
Kiefer Sutherland17.jpg,1.75m,75kg,1.75,75,24.48979592,24.49
Noah Mills6.jpg,1.88 m,80 kg,1.88,80,22.63467632,22.63
Laurence Fishburne13.jpg,1.84m,77kg,1.84,77,22.74338374,22.74
Liam Hemsworth13.jpg,1.91m,89kg,1.91,89,24.39626107,24.4
Nicole Polizzi13.jpg,1.42 m,49 kg,1.42,49,24.30073398,24.3
Lily Donaldson6.jpg,1.78m,55kg,1.78,55,17.35891933,17.36
Lena Dunham4.jpg,1.60m,63kg,1.6,63,24.609375,24.61
Paddy Considine18.jpg,1.79 m,73 kg,1.79,73,22.78330889,22.78
Richard Gere17.jpg,1.83 m,91 kg,1.83,91,27.17310162,27.17
Leslie Nielsen5.jpg,1.91m,91kg,1.91,91,24.94449165,24.94
Kristen Bell10.jpg,1.55m,48kg,1.55,48,19.97918835,19.98
Robert Forster19.jpg,1.74 m,72 kg,1.74,72,23.78121284,23.78
Ray Liotta14.jpg,1.63 m,56 kg,1.63,56,21.07719523,21.08
Patrick Wilson17.jpg,1.78 m,82 kg,1.78,82,25.88057064,25.88
Kurt Russell3.jpg,1.79m,83kg,1.79,83,25.9043101,25.9
Louise Fletcher5.jpg,1.70m,61kg,1.7,61,21.10726644,21.11
Kevin Kiley Jr5.jpg,1.93m,122kg,1.93,122,32.75255712,32.75
Ray Stevenson15.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Nicole Polizzi9.jpg,1.42 m,49 kg,1.42,49,24.30073398,24.3
Peter Fonda8.jpg,1.35 m,50 kg,1.35,50,27.43484225,27.43
Marisa Tomei5.jpg,1.57 m,54 kg,1.57,54,21.90758246,21.91
Novak Djokovic2.jpg,1.88 m,77 kg,1.88,77,21.78587596,21.79
Liam Neeson0.jpg,1.93m,93kg,1.93,93,24.96711321,24.97
Leighton Meester8.jpg,1.65m,53kg,1.65,53,19.46740129,19.47
Lara Stone18.jpg,1.78m,63kg,1.78,63,19.88385305,19.88
Robert Pattinson8.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Mark Strong10.jpg,1.85 m,85 kg,1.85,85,24.83564646,24.84
Norman Reedus16.jpg,1.78 m,70 kg,1.78,70,22.09317005,22.09
Kristen Bell12.jpg,1.55m,48kg,1.55,48,19.97918835,19.98
Kevin Kiley Jr14.jpg,1.93m,122kg,1.93,122,32.75255712,32.75
Marion Cotillard7.jpg,1.69 m,57 kg,1.69,57,19.95728441,19.96
Macy Gray19.jpg,1.83m,66kg,1.83,66,19.70796381,19.71
Lily Collins10.jpg,1.65m,51kg,1.65,51,18.73278237,18.73
Robert Forster3.jpg,1.74 m,72 kg,1.74,72,23.78121284,23.78
Oscar Isaac2.jpg,1.78 m,75 kg,1.78,75,23.67125363,23.67
River Phoenix11.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
